0,"NAF1",old,"NAF2",new,Précisions sur la nature du lien,Commentaires  ,"Date 
modification","NAF 2
N liens","NAF 1
N liens",NAF 2 rang lien,NAF 1 rang lien
468,29.3Dp,Fabrication de matériel agricole,28.93Zp,Fabrication de machines pour l'industrie agro-alimentaire,"CA:  fabrication de machines  pour le nettoyage, le tri ou le calibrage de semences, de grains ou de légumes à cosse secs  (CPA 02 : 29.32.64)                                                           ",,,1,1,1,2
589,29.3Dp,Fabrication de matériel agricole,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (29.32.92p) ,,,1,1,18,3
667,29.3Dp,Fabrication de matériel agricole,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.32.91),,,1,1,15,4
458,29.4Ap,Fabrication de machines-outils à métaux,28.41Z,Fabrication de machines-outils pour le travail des métaux,"CC: tout sauf NC                                                                                    
NC :  installation (CPA 02 : 29.42.91), réparation (CPA 02 : 29.42.92)",,,0,1,1,1
590,29.4Ap,Fabrication de machines-outils à métaux,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.42.92),,,1,1,19,2
668,29.4Ap,Fabrication de machines-outils à métaux,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.42.91),,,1,1,16,3
460,29.4Bp,Fabrication de machines-outils à bois,28.49Zp,Fabrication d'autres machines-outils ,"CC: tout sauf NC
NC :  installation (CPA 02 : 29.43.91p), réparation (CPA 02 : 29.43.92p)",,,1,1,2,1
591,29.4Bp,Fabrication de machines-outils à bois,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.43.92p),,,1,1,20,2
669,29.4Bp,Fabrication de machines-outils à bois,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.43.91p),,,1,1,17,3
447,29.4Cp,Fabrication de machines-outils portatives à moteur incorporé,28.24Z,Fabrication d'outillage portatif à moteur incorporé,"CC: tout sauf NC
NC : réparation (CPA 02 : 52.74.13)",,,0,1,1,1
592,29.4Cp,Fabrication de machines-outils portatives à moteur incorporé,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.41.11p),,,1,1,21,2
420,29.4Dp,Fabrication de matériel de soudage,27.90Zp,Fabrication d'autres matériels électriques,CA : matériel de soudage électrique et parties (CPA 02 : 29.43.20p et 29.43.35p),,,1,1,1,1
455,29.4Dp,Fabrication de matériel de soudage,28.29Bp,Fabrication d'autres machines d'usage général,CA : matériel de soudage non électrique (CPA 02 : 29.43.20p et 29.43.35p),,,1,1,3,2
461,29.4Dp,Fabrication de matériel de soudage,28.49Zp,Fabrication d'autres machines-outils ,"CC: tout sauf NC
NC : - installation (29.43.91p), réparation (CPA 02 : 29.43.92p)                                                                                                     - matériel de soudage et parties (CPA 02 : 29.43.20 et 29.43.35)",,,1,1,3,3
593,29.4Dp,Fabrication de matériel de soudage,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.43.92p),,,1,1,22,4
670,29.4Dp,Fabrication de matériel de soudage,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.43.91p),,,1,1,18,5
462,29.4Ep,Fabrication d'autres-machines outils,28.49Zp,Fabrication d'autres machines-outils ,"CC: tout sauf NC
NC : installation (CPA 02 : 29.43.91p), réparation (CPA 02 : 29.43.92p)                                                                    ",,,1,1,4,1
594,29.4Ep,Fabrication d'autres-machines outils,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.43.92p)  ,,,1,1,23,2
671,29.4Ep,Fabrication d'autres-machines outils,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.43.91p),,,1,1,19,3
464,29.5Ap,Fabrication de machines pour la métallurgie,28.91Z,Fabrication de machines pour la métallurgie,"CC: tout sauf NC 
NC : installation (CPA 02 : 29.51.91), réparation (CPA 02 : 29.51.92)                                                                    ",,,0,1,1,1
595,29.5Ap,Fabrication de machines pour la métallurgie,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.51.92)  ,,,1,1,24,2
672,29.5Ap,Fabrication de machines pour la métallurgie,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.51.91),,,1,1,20,3
465,29.5Bp,Fabrication de matériels de mine pour l'extraction,28.92Zp,Fabrication de machines pour l'extraction ou la construction,"CC: tout sauf NC
NC : installation (CPA 02 : 29.52.91p), réparation (CPA 02 : 29.52.92p)                                                                                                      ",,,1,1,1,1
596,29.5Bp,Fabrication de matériels de mine pour l'extraction,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.52.92p)  ,,,1,1,25,2
673,29.5Bp,Fabrication de matériels de mine pour l'extraction,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.52.91p),,,1,1,21,3
466,29.5Dp,Fabrication de matériels de travaux publics,28.92Zp,Fabrication de machines pour l'extraction ou la construction,"CC: tout sauf NC
NC : installation (CPA 02 : 29.52.91p), réparation (CPA 02 : 29.52.92p)                                                                                                        ",,,1,1,2,1
597,29.5Dp,Fabrication de matériels de travaux publics,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.52.92p)  ,,,1,1,26,2
674,29.5Dp,Fabrication de matériels de travaux publics,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.52.91p),,,1,1,22,3
469,29.5Ep,Fabrication de machines pour l'industrie agroalimentaire,28.93Zp,Fabrication de machines pour l'industrie agro-alimentaire,"CC: tout sauf NC
NC : installation (CPA 02 : 29.53.91), réparation (CPA 02 : 29.53.92)                                                                    ",,,1,1,2,1
598,29.5Ep,Fabrication de machines pour l'industrie agroalimentaire,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.53.92)  ,,,1,1,27,2
675,29.5Ep,Fabrication de machines pour l'industrie agroalimentaire,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.53.91),,,1,1,23,3
470,29.5Gp,Fabrication de machines pour les industries textiles,28.94Zp,Fabrication de machines pour les industries textiles,"CC: tout sauf NC                                                                                                                                                                   NC : installation (CPA 02 : 29.54.91), réparation (CPA 02 : 29.54.92)                                                                                         ",,,1,1,1,1
599,29.5Gp,Fabrication de machines pour les industries textiles,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.54.92)  ,,,1,1,28,2
676,29.5Gp,Fabrication de machines pour les industries textiles,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.54.91),,,1,1,24,3
473,29.5Jp,Fabrication de machines pour les industries du papier et du carton,28.95Z,Fabrication de machines pour les industries du papier et du carton,"CC: tout sauf NC                                                                                                                                                                         NC : installation (CPA 02 : 29.55.91), réparation (CPA 02 : 29.55.92)    ",,,0,1,1,1
600,29.5Jp,Fabrication de machines pour les industries du papier et du carton,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.55.92)  ,,,1,1,29,2
677,29.5Jp,Fabrication de machines pour les industries du papier et du carton,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.55.91),,,1,1,25,3
471,29.5Lp,Fabrication de machines d'imprimerie,28.94Zp,Fabrication de machines pour les industries textiles,CA : fabrication de machines à imprimer les textiles (CPA 02 : 29.56.14p)       ,,,1,1,2,1
475,29.5Lp,Fabrication de machines d'imprimerie,28.99A,Fabrication de machines d'imprimerie,"CC: tout sauf NC                                                                                                              
 NC : - installation (CPA 02 : 29.56.91p), réparation (CPA 02 : 29.56.92p)       
- fabrication de machines à imprimer les textiles (CPA 02 : 29.56.14p)    ",,,0,1,1,2
601,29.5Lp,Fabrication de machines d'imprimerie,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.56.92p)  ,,,1,1,30,3
678,29.5Lp,Fabrication de machines d'imprimerie,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.56.91p),,,1,1,26,4
474,29.5Mp,Fabrication de machines pour le travail du caoutchouc ou des plastiques,28.96Z,Fabrication de machines pour le travail du caoutchouc ou des plastiques,"CC: tout sauf NC                                                                                                               
NC : installation (CPA 02 : 29.56.91p), réparation (CPA 02 : 29.56.92p)",,,0,1,1,1
602,29.5Mp,Fabrication de machines pour le travail du caoutchouc ou des plastiques,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.56.92p)  ,,,1,1,31,2
679,29.5Mp,Fabrication de machines pour le travail du caoutchouc ou des plastiques,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.56.91p),,,1,1,27,3
359,29.5N,Fabrication de moules et modèles,25.73A,Fabrication de moules et modèles,,,,0,0,1,1
476,29.5Qp,Fabrication de machines d'assemblage automatique,28.99Bp,Fabrication d'autres machines spécialisées,"CC: tout sauf NC                                                                                                               
NC : installation (CPA 02 : 29.56.91p), réparation (CPA 02 : 29.56.92p)",,,1,1,1,1
603,29.5Qp,Fabrication de machines d'assemblage automatique,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.56.92p)  ,,,1,1,32,2
680,29.5Qp,Fabrication de machines d'assemblage automatique,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.56.91p),,,1,1,28,3
472,29.5Rp,Fabrication de machines spécialisées diverses,28.94Zp,Fabrication de machines pour les industries textiles,CA : fabrication d'essoreuses à linge (CPA 02 : 29.56.21)       ,,,1,1,3,1
477,29.5Rp,Fabrication de machines spécialisées diverses,28.99Bp,Fabrication d'autres machines spécialisées,"CC: tout sauf NC                                                                                                               
NC : - installation (CPA 02 : 29.56.91p), réparation (CPA 02 : 29.56.92p)   
- fabrication d'essoreuses à linge (CPA 02 : 29.56.21)",,,1,1,2,2
604,29.5Rp,Fabrication de machines spécialisées diverses,33.12Zp,Réparation de machines et équipements mécaniques,CA : réparation (CPA 02 : 29.56.92p)  ,,,1,1,33,3
681,29.5Rp,Fabrication de machines spécialisées diverses,33.20Bp,Installation de machines et équipements mécaniques,CA : installation (CPA 02 : 29.56.91p),,,1,1,29,4
348,29.6Ap,Fabrication d'armement,25.40Zp,Fabrication d'armes et de munitions,"CC : (CPA 02 : 29.60.11p, 29.60.12, 29.60.14p, 29.60.15p)                                                                                             NC : -  fabrication de missiles balistiques intercontinentaux (CPA 02 : 29.60.14p)
- fabrication de véhicules blindés  de combat (y c. chars) (CPA 02 : 29.60.11p)                                                                                                    - installation (CPA 02 : 29.60.91) et réparation (CPA 02 : 29.60.92p) ",,,1,1,1,1
498,29.6Ap,Fabrication d'armement,30.30Zp,Construction aéronautique et spatiale ,CA : fabrication de missiles balistiques intercontinentaux (CPA 02 : 29.60.14p),,,1,1,1,2
503,29.6Ap,Fabrication d'armement,30.40Z,Construction de véhicules militaires de combat ,"CC : fabrication de véhicules blindés de combat (CPA 02 : 29.60.11)
",,,0,1,1,3
568,29.6Ap,Fabrication d'armement,33.11Zp,Réparation d'ouvrages en métaux,CA : réparation (CPA 02 : 29.60.92p) ,,,1,1,16,4
652,29.6Ap,Fabrication d'armement,33.20Ap,"Installation de structures métalliques, chaudronnées et de tuyauterie",CA : installation (CPA 02 : 29.60.91),,,1,1,10,5
349,29.6Bp,"Fabrication d'armes de chasse, de tir et de défense",25.40Zp,Fabrication d'armes et de munitions,"CC : (CPA 02 : 29.60.13, 29.60.14p, 29.60.15p)                                                                                                                                                                    NC : réparation (CPA 02 : 29.60.92p)",,,1,1,2,1
569,29.6Bp,"Fabrication d'armes de chasse, de tir et de défense",33.11Zp,Réparation d'ouvrages en métaux,CA : réparation (CPA 02 : 29.60.92p) ,,,1,1,17,2
418,29.7Ap,Fabrication d'appareils électroménagers,27.51Z,Fabrication d'appareils électroménagers,"CC : tout sauf NC
NC : -  ventilateurs de grenier (CPA 02 : 29.71.15p)
- installation et réparation d'appareils professionnels (CPA 02 : 29.71.90)
- fabrication d'appareils électriques non amovibles de chauffage (CPA 02 : 29.71.26p) et de chauffage électrique pour piscines (CPA 02 : 29.71.25p)                                                                                 ",,,0,1,1,1
439,29.7Ap,Fabrication d'appareils électroménagers,28.21Zp,Fabrication de fours et brûleurs,CA : fabrication d'appareils électriques non amovibles de chauffage (CPA 02 : 29.71.26p) et de chauffage électrique pour piscines (CPA 02 : 29.71.25p) ,,,1,1,2,2
449,29.7Ap,Fabrication d'appareils électroménagers,28.25Zp,Fabrication d'équipements aérauliques et frigorifiques industriels,"CA : ventilateurs de grenier (CPA 02 : 29.71.15p)
",,,1,1,2,3
618,29.7Ap,Fabrication d'appareils électroménagers,33.14Zp,Réparation d'équipements électriques,CA : réparation d'appareils professionnels (CPA 02 : 29.71.90p) ,,,1,1,1,4
689,29.7Ap,Fabrication d'appareils électroménagers,33.20Dp,"Installation d'équipements électriques, de matériels électroniques et optiques ou d'autres matériels",CA : installation d'appareils professionnels (CPA 02 : 29.71.90p) ,,,1,1,6,5
419,29.7Cp,Fabrication d'appareils ménagers non électriques,27.52Z,Fabrication d'appareils ménagers non électriques,"CC : tout sauf NC
NC :  fabrication d'équipements de chauffage non électriques domestiques, y c. chauffage solaire, à vapeur, à huile ou similaires et récupérateurs de chaleur (CPA 02 : 29.72.12)",,,0,1,1,1
440,29.7Cp,Fabrication d'appareils ménagers non électriques,28.21Zp,Fabrication de fours et brûleurs,"CA : fabrication d'équipements de chauffage non électriques domestiques, y c. chauffage solaire, à vapeur, à huile ou similaires et récupérateurs de chaleur (CPA 02 : 29.72.12)",,,1,1,3,2
